task_id,uav_type,n_stops,visit_order,cargo_pattern,n_boxes,total_mass_kg,total_volume_m3,energy_kWh,duration_s,end_SOC,charge_time_s,has_hard_deadline,latest_start_s
R038955,C,2,S010>S001,S010:[医疗:2|卫生:1] S001:[医疗:1],4,15.0,0.07100000000000001,3.8048872349388794,2122.7914355276853,0.524389,0.0,True,1789.7
R038956,C,2,S001>S010,S001:[医疗:2|卫生:1] S010:[医疗:1|食品:1],5,23.0,0.099,3.8202074762488007,2188.7914355276853,0.522474,0.0,True,1917.4
R038957,C,2,S010>S001,S010:[医疗:2|卫生:1] S001:[医疗:1|食品:1],5,23.0,0.099,3.8800854554927264,2188.7914355276853,0.514989,0.0,True,1723.7
R038958,C,2,S001>S010,S001:[医疗:2|卫生:1] S010:[医疗:1|饮水:1],5,29.0,0.098,3.9006423282105933,2188.7914355276853,0.51242,0.0,True,1917.4
R038959,C,2,S010>S001,S010:[医疗:2|卫生:1] S001:[医疗:1|饮水:1],5,29.0,0.098,3.9497884894795616,2188.7914355276853,0.506276,0.0,True,1723.7
R038960,C,2,S001>S010,S001:[医疗:2|卫生:1] S010:[医疗:1|饮水:1|食品:1],6,37.0,0.126,4.034118343885792,2254.7914355276853,0.495735,0.0,True,1851.4
R038961,C,2,S010>S001,S010:[医疗:2|卫生:1] S001:[医疗:1|饮水:1|食品:1],6,37.0,0.126,4.063099035542498,2254.7914355276853,0.492113,0.0,True,1657.7
R038962,C,2,S001>S010,S001:[医疗:2|卫生:2] S010:[食品:1],5,26.0,0.122,3.825745894949003,2188.7914355276853,0.521782,0.0,True,2519.1
R038963,C,2,S010>S001,S010:[医疗:2|卫生:2] S001:[食品:1],5,26.0,0.122,3.947954481359993,2188.7914355276853,0.506506,0.0,True,1723.7
R038964,C,2,S001>S010,S001:[医疗:2|卫生:2] S010:[饮水:1],5,32.0,0.121,3.905902085248266,2188.7914355276853,0.511762,0.0,True,1917.4
R038965,C,2,S010>S001,S010:[医疗:2|卫生:2] S001:[饮水:1],5,32.0,0.121,4.023877643325814,2188.7914355276853,0.497015,0.0,True,1723.7
R038966,C,2,S001>S010,S001:[医疗:2|卫生:2] S010:[饮水:1|食品:1],6,40.0,0.149,4.04000312161101,2254.7914355276853,0.495,0.0,True,1851.4
R038967,C,2,S010>S001,S010:[医疗:2|卫生:2] S001:[饮水:1|食品:1],6,40.0,0.149,4.147054121397959,2254.7914355276853,0.481618,0.0,True,1657.7
R038968,C,2,S001>S010,S001:[医疗:2|卫生:2] S010:[医疗:1],5,21.0,0.106,3.7721670049068003,2188.7914355276853,0.528479,0.0,True,1917.4
R038969,C,2,S010>S001,S010:[医疗:2|卫生:2] S001:[医疗:1],5,21.0,0.106,3.8939763645100163,2188.7914355276853,0.513253,0.0,True,1723.7
R038970,C,2,S001>S010,S001:[医疗:2|卫生:2] S010:[医疗:1|食品:1],6,29.0,0.134,3.863711251199389,2254.7914355276853,0.517036,0.0,True,1851.4
R038971,C,2,S010>S001,S010:[医疗:2|卫生:2] S001:[医疗:1|食品:1],6,29.0,0.134,3.984312309232788,2254.7914355276853,0.501961,0.0,True,1657.7
R038972,C,2,S001>S010,S001:[医疗:2|卫生:2] S010:[医疗:1|饮水:1],6,35.0,0.133,3.9524004873303236,2254.7914355276853,0.50595,0.0,True,1851.4
R038973,C,2,S010>S001,S010:[医疗:2|卫生:2] S001:[医疗:1|饮水:1],6,35.0,0.133,4.066890884397738,2254.7914355276853,0.491639,0.0,True,1657.7
R038974,C,2,S001>S010,S001:[医疗:2|卫生:2] S010:[医疗:1|饮水:1|食品:1],7,43.0,0.161,4.099104066942946,2320.7914355276853,0.487612,0.0,True,1785.4
R038975,C,2,S010>S001,S010:[医疗:2|卫生:2] S001:[医疗:1|饮水:1|食品:1],7,43.0,0.161,4.20083434997018,2320.7914355276853,0.474896,0.0,True,1591.7
R038976,C,2,S001>S010,S001:[医疗:2|食品:1] S010:[食品:1],4,22.0,0.08,3.7984425877321173,2122.7914355276853,0.525195,0.0,True,2585.1
R038977,C,2,S010>S001,S010:[医疗:2|食品:1] S001:[食品:1],4,22.0,0.08,3.8801908449641367,2122.7914355276853,0.514976,0.0,True,1789.7
R038978,C,2,S001>S010,S001:[医疗:2|食品:1] S010:[饮水:1],4,28.0,0.079,3.8733339674090606,2122.7914355276853,0.515833,0.0,True,1983.4
R038979,C,2,S010>S001,S010:[医疗:2|食品:1] S001:[饮水:1],4,28.0,0.079,3.9479017303295945,2122.7914355276853,0.506512,0.0,True,1789.7
R038980,C,2,S001>S010,S001:[医疗:2|食品:1] S010:[饮水:1|食品:1],5,36.0,0.10700000000000001,3.9991134970593643,2188.7914355276853,0.500111,0.0,True,1917.4
R038981,C,2,S010>S001,S010:[医疗:2|食品:1] S001:[饮水:1|食品:1],5,36.0,0.10700000000000001,4.058097966612106,2188.7914355276853,0.492738,0.0,True,1723.7
R038982,C,2,S001>S010,S001:[医疗:2|食品:1] S010:[医疗:1],4,17.0,0.064,3.748863197870189,2122.7914355276853,0.531392,0.0,True,1983.4
R038983,C,2,S010>S001,S010:[医疗:2|食品:1] S001:[医疗:1],4,17.0,0.064,3.8324513194139818,2122.7914355276853,0.520944,0.0,True,1789.7
R038984,C,2,S001>S010,S001:[医疗:2|食品:1] S010:[医疗:1|食品:1],5,25.0,0.092,3.8338557108504463,2188.7914355276853,0.520768,0.0,True,1917.4
R038985,C,2,S010>S001,S010:[医疗:2|食品:1] S001:[医疗:1|食品:1],5,25.0,0.092,3.912567590527872,2188.7914355276853,0.510929,0.0,True,1723.7
R038986,C,2,S001>S010,S001:[医疗:2|食品:1] S010:[医疗:1|饮水:1],5,31.0,0.091,3.9169208729546363,2188.7914355276853,0.510385,0.0,True,1917.4
R038987,C,2,S010>S001,S010:[医疗:2|食品:1] S001:[医疗:1|饮水:1],5,31.0,0.091,3.986373494681118,2188.7914355276853,0.501703,0.0,True,1723.7
R038988,C,2,S001>S010,S001:[医疗:2|食品:1] S010:[医疗:1|饮水:1|食品:1],6,39.0,0.11900000000000001,4.054554238269506,2254.7914355276853,0.493181,0.0,True,1851.4
R038989,C,2,S010>S001,S010:[医疗:2|食品:1] S001:[医疗:1|饮水:1|食品:1],6,39.0,0.11900000000000001,4.106168852376337,2254.7914355276853,0.486729,0.0,True,1657.7
R038990,C,2,S001>S010,S001:[医疗:2|食品:1|卫生:1] S010:[食品:1],5,28.0,0.115,3.8406692155853217,2188.7914355276853,0.519916,0.0,True,2519.1
R038991,C,2,S010>S001,S010:[医疗:2|食品:1|卫生:1] S001:[食品:1],5,28.0,0.115,3.985217543927723,2188.7914355276853,0.501848,0.0,True,1723.7
R038992,C,2,S001>S010,S001:[医疗:2|食品:1|卫生:1] S010:[饮水:1],5,34.0,0.114,3.9236352261342122,2188.7914355276853,0.509546,0.0,True,1917.4
R038993,C,2,S010>S001,S010:[医疗:2|食品:1|卫生:1] S001:[饮水:1],5,34.0,0.114,4.065523583596574,2188.7914355276853,0.49181,0.0,True,1723.7
R038994,C,2,S001>S010,S001:[医疗:2|食品:1|卫生:1] S010:[饮水:1|食品:1],6,42.0,0.14200000000000002,4.062267477880546,2254.7914355276853,0.492217,0.0,True,1851.4
R038995,C,2,S010>S001,S010:[医疗:2|食品:1|卫生:1] S001:[饮水:1|食品:1],6,42.0,0.14200000000000002,4.195768045065522,2254.7914355276853,0.475529,0.0,True,1657.7
R038996,C,2,S001>S010,S001:[医疗:2|食品:1|卫生:1] S010:[医疗:1],5,23.0,0.099,3.7850005092456662,2188.7914355276853,0.526875,0.0,True,1917.4
R038997,C,2,S010>S001,S010:[医疗:2|食品:1|卫生:1] S001:[医疗:1],5,23.0,0.099,3.9279796423086846,2188.7914355276853,0.509003,0.0,True,1723.7
R038998,C,2,S001>S010,S001:[医疗:2|食品:1|卫生:1] S010:[医疗:1|食品:1],6,31.0,0.127,3.879989795943432,2254.7914355276853,0.515001,0.0,True,1851.4
R038999,C,2,S010>S001,S010:[医疗:2|食品:1|卫生:1] S001:[医疗:1|食品:1],6,31.0,0.127,4.023689308279246,2254.7914355276853,0.497039,0.0,True,1657.7
R039000,C,2,S001>S010,S001:[医疗:2|食品:1|卫生:1] S010:[医疗:1|饮水:1],6,37.0,0.126,3.9717084008743355,2254.7914355276853,0.503536,0.0,True,1851.4
R039001,C,2,S010>S001,S010:[医疗:2|食品:1|卫生:1] S001:[医疗:1|饮水:1],6,37.0,0.126,4.110993222358456,2254.7914355276853,0.486126,0.0,True,1657.7
R039002,C,2,S001>S010,S001:[医疗:2|食品:1|卫生:1] S010:[医疗:1|饮水:1|食品:1],7,45.0,0.15400000000000003,4.1233873279760225,2320.7914355276853,0.484577,0.0,True,1785.4
R039003,C,2,S010>S001,S010:[医疗:2|食品:1|卫生:1] S001:[医疗:1|饮水:1|食品:1],7,45.0,0.15400000000000003,4.252697447565803,2320.7914355276853,0.468413,0.0,True,1591.7
R039004,C,2,S001>S010,S001:[医疗:2|食品:1|卫生:2] S010:[食品:1],6,34.0,0.15000000000000002,3.890970474310473,2254.7914355276853,0.513629,0.0,True,2453.1
R039005,C,2,S010>S001,S010:[医疗:2|食品:1|卫生:2] S001:[食品:1],6,34.0,0.15000000000000002,4.111428393438677,2254.7914355276853,0.486071,0.0,True,1657.7
R039006,C,2,S001>S010,S001:[医疗:2|食品:1|卫生:2] S010:[饮水:1],6,40.0,0.14900000000000002,3.9832931109267267,2254.7914355276853,0.502088,0.0,True,1851.4
R039007,C,2,S010>S001,S010:[医疗:2|食品:1|卫生:2] S001:[饮水:1],6,40.0,0.14900000000000002,4.206329298302793,2254.7914355276853,0.474209,0.0,True,1657.7
R039008,C,2,S001>S010,S001:[医疗:2|食品:1|卫生:2] S010:[饮水:1|食品:1],7,48.0,0.17700000000000002,4.137386627354637,2320.7914355276853,0.482827,0.0,True,1785.4
R039009,C,2,S010>S001,S010:[医疗:2|食品:1|卫生:2] S001:[饮水:1|食品:1],7,48.0,0.17700000000000002,4.360690901159172,2320.7914355276853,0.454914,0.0,True,1591.7
R039010,C,2,S001>S010,S001:[医疗:2|食品:1|卫生:2] S010:[医疗:1],6,29.0,0.134,3.828504284196254,2254.7914355276853,0.521437,0.0,True,1851.4
R039011,C,2,S010>S001,S010:[医疗:2|食品:1|卫生:2] S001:[医疗:1],6,29.0,0.134,4.043587486137623,2254.7914355276853,0.494552,0.0,True,1657.7
R039012,C,2,S001>S010,S001:[医疗:2|食品:1|卫生:2] S010:[医疗:1|食品:1],7,37.0,0.162,3.934777323863131,2320.7914355276853,0.508153,0.0,True,1785.4
R039013,C,2,S010>S001,S010:[医疗:2|食品:1|卫生:2] S001:[医疗:1|食品:1],7,37.0,0.162,4.156898032200559,2320.7914355276853,0.480388,0.0,True,1591.7
R039014,C,2,S001>S010,S001:[医疗:2|食品:1|卫生:2] S010:[医疗:1|饮水:1],7,43.0,0.161,4.03669412393149,2320.7914355276853,0.495413,0.0,True,1785.4
R039015,C,2,S010>S001,S010:[医疗:2|食品:1|卫生:2] S001:[医疗:1|饮水:1],7,43.0,0.161,4.260109526875015,2320.7914355276853,0.467486,0.0,True,1591.7
R039016,C,2,S001>S010,S001:[医疗:2|食品:1|卫生:2] S010:[医疗:1|饮水:1|食品:1],8,51.0,0.189,4.20551171142175,2386.7914355276853,0.474311,0.0,True,1719.4
R039017,C,2,S010>S001,S010:[医疗:2|食品:1|卫生:2] S001:[医疗:1|饮水:1|食品:1],8,51.0,0.189,4.428547366977069,2386.7914355276853,0.446432,0.0,True,1525.7
R039018,C,2,S001>S010,S001:[医疗:2|食品:2] S010:[食品:1],5,30.0,0.108,3.8564859509773974,2188.7914355276853,0.517939,0.0,True,2519.1
R039019,C,2,S010>S001,S010:[医疗:2|食品:2] S001:[食品:1],5,30.0,0.108,4.024823467479427,2188.7914355276853,0.496897,0.0,True,1723.7
R039020,C,2,S001>S010,S001:[医疗:2|食品:2] S010:[饮水:1],5,36.0,0.107,3.9424034863750808,2188.7914355276853,0.5072,0.0,True,1917.4
R039021,C,2,S010>S001,S010:[医疗:2|食品:2] S001:[饮水:1],5,36.0,0.107,4.109733421740834,2188.7914355276853,0.486283,0.0,True,1723.7
R039022,C,2,S001>S010,S001:[医疗:2|食品:2] S010:[饮水:1|食品:1],6,44.0,0.135,4.085854575281029,2254.7914355276853,0.489268,0.0,True,1851.4
R039023,C,2,S010>S001,S010:[医疗:2|食品:2] S001:[饮水:1|食品:1],6,44.0,0.135,4.247494511344342,2254.7914355276853,0.469063,0.0,True,1657.7
R039024,C,2,S001>S010,S001:[医疗:2|食品:2] S010:[医疗:1],5,25.0,0.092,3.7986487438473113,2188.7914355276853,0.525169,0.0,True,1917.4
R039025,C,2,S010>S001,S010:[医疗:2|食品:2] S001:[医疗:1],5,25.0,0.092,3.9642030456565998,2188.7914355276853,0.504475,0.0,True,1723.7
R039026,C,2,S001>S010,S001:[医疗:2|食品:2] S010:[医疗:1|食品:1],6,33.0,0.12,3.8972257881490804,2254.7914355276853,0.512847,0.0,True,1851.4
R039027,C,2,S010>S001,S010:[医疗:2|食品:2] S001:[医疗:1|食品:1],6,33.0,0.12,4.065509049260697,2254.7914355276853,0.491811,0.0,True,1657.7
R039028,C,2,S001>S010,S001:[医疗:2|食品:2] S010:[医疗:1|饮水:1],6,39.0,0.119,3.992144295258049,2254.7914355276853,0.500982,0.0,True,1851.4
R039029,C,2,S010>S001,S010:[医疗:2|食品:2] S001:[医疗:1|饮水:1],6,39.0,0.119,4.157804307505065,2254.7914355276853,0.480274,0.0,True,1657.7
R039030,C,2,S001>S010,S001:[医疗:2|食品:2] S010:[医疗:1|饮水:1|食品:1],7,47.0,0.14700000000000002,4.149139355549501,2320.7914355276853,0.481358,0.0,True,1785.4
R039031,C,2,S010>S001,S010:[医疗:2|食品:2] S001:[医疗:1|饮水:1|食品:1],7,47.0,0.14700000000000002,4.307800864446746,2320.7914355276853,0.461525,0.0,True,1591.7
R039032,C,2,S001>S010,S001:[医疗:2|食品:2|卫生:1] S010:[食品:1],6,36.0,0.14300000000000002,3.909738734551342,2254.7914355276853,0.511283,0.0,True,2453.1
R039033,C,2,S010>S001,S010:[医疗:2|食品:2|卫生:1] S001:[食品:1],6,36.0,0.14300000000000002,4.158650275453354,2254.7914355276853,0.480169,0.0,True,1657.7
R039034,C,2,S001>S010,S001:[医疗:2|食品:2|卫生:1] S010:[饮水:1],6,42.0,0.14200000000000002,4.0055574671962635,2254.7914355276853,0.499305,0.0,True,1851.4
R039035,C,2,S010>S001,S010:[医疗:2|食品:2|卫生:1] S001:[饮水:1],6,42.0,0.14200000000000002,4.259004540308642,2254.7914355276853,0.467624,0.0,True,1657.7
R039036,C,2,S001>S010,S001:[医疗:2|食品:2|卫生:1] S010:[饮水:1|食品:1],7,50.0,0.17,4.165556164318755,2320.7914355276853,0.479305,0.0,True,1785.4
R039037,C,2,S010>S001,S010:[医疗:2|食品:2|卫生:1] S001:[饮水:1|食品:1],7,50.0,0.17,4.422577296370312,2320.7914355276853,0.447178,0.0,True,1591.7
R039038,C,2,S001>S010,S001:[医疗:2|食品:2|卫生:1] S010:[医疗:1],6,31.0,0.127,3.8447828289402977,2254.7914355276853,0.519402,0.0,True,1851.4
R039039,C,2,S010>S001,S010:[医疗:2|食品:2|卫生:1] S001:[医疗:1],6,31.0,0.127,4.086925803522365,2254.7914355276853,0.489134,0.0,True,1657.7
R039040,C,2,S001>S010,S001:[医疗:2|食品:2|卫生:1] S010:[医疗:1|食品:1],7,39.0,0.155,3.9552132182468447,2320.7914355276853,0.505598,0.0,True,1785.4
R039041,C,2,S010>S001,S010:[医疗:2|食品:2|卫生:1] S001:[医疗:1|食品:1],7,39.0,0.155,4.206721161217585,2320.7914355276853,0.47416,0.0,True,1591.7
R039042,C,2,S001>S010,S001:[医疗:2|食品:2|卫生:1] S010:[医疗:1|饮水:1],7,45.0,0.154,4.060977384964565,2320.7914355276853,0.492378,0.0,True,1785.4
R039043,C,2,S010>S001,S010:[医疗:2|食品:2|卫生:1] S001:[医疗:1|饮水:1],7,45.0,0.154,4.315933942808922,2320.7914355276853,0.460508,0.0,True,1591.7
R039044,C,2,S001>S010,S001:[医疗:2|食品:2|卫生:1] S010:[医疗:1|饮水:1|食品:1],8,53.0,0.182,4.236399079144601,2386.7914355276853,0.47045,0.0,True,1719.4
R039045,C,2,S010>S001,S010:[医疗:2|食品:2|卫生:1] S001:[医疗:1|饮水:1|食品:1],8,53.0,0.182,4.49467315075217,2386.7914355276853,0.438166,0.0,True,1525.7
R039046,C,2,S001>S010,S001:[医疗:2|食品:2|卫生:2] S010:[食品:1],7,42.0,0.17800000000000002,3.972892715372524,2320.7914355276853,0.503388,0.0,True,2387.1
R039047,C,2,S010>S001,S010:[医疗:2|食品:2|卫生:2] S001:[食品:1],7,42.0,0.17800000000000002,4.317694136537599,2320.7914355276853,0.460288,0.0,True,1591.7
R039048,C,2,S001>S010,S001:[医疗:2|食品:2|卫生:2] S010:[饮水:1],7,48.0,0.17700000000000002,4.080676616670353,2320.7914355276853,0.489915,0.0,True,1785.4
R039049,C,2,S010>S001,S010:[医疗:2|食品:2|卫生:2] S001:[饮水:1],7,48.0,0.17700000000000002,4.436712182789146,2320.7914355276853,0.445411,0.0,True,1591.7
R039050,C,2,S001>S010,S001:[医疗:2|食品:2|卫生:2] S010:[饮水:1|食品:1],8,56.0,0.20500000000000002,4.261334593194969,2386.7914355276853,0.467333,0.0,True,1719.4
R039051,C,2,S010>S001,S010:[医疗:2|食品:2|卫生:2] S001:[饮水:1|食品:1],8,56.0,0.20500000000000002,4.6325101657365035,2386.7914355276853,0.420936,0.0,True,1525.7
R039052,C,2,S001>S010,S001:[医疗:2|食品:2|卫生:2] S010:[医疗:1],7,37.0,0.16200000000000003,3.8995703568599964,2320.7914355276853,0.512554,0.0,True,1785.4
R039053,C,2,S010>S001,S010:[医疗:2|食品:2|卫生:2] S001:[医疗:1],7,37.0,0.16200000000000003,4.232919313830532,2320.7914355276853,0.470885,0.0,True,1591.7
R039054,C,2,S001>S010,S001:[医疗:2|食品:2|卫生:2] S010:[医疗:1|食品:1],8,45.0,0.19000000000000003,4.024046307953361,2386.7914355276853,0.496994,0.0,True,1719.4
R039055,C,2,S010>S001,S010:[医疗:2|食品:2|卫生:2] S001:[医疗:1|食品:1],8,45.0,0.19000000000000003,4.374623539037879,2386.7914355276853,0.453172,0.0,True,1525.7
R039056,C,2,S001>S010,S001:[医疗:2|食品:2|卫生:2] S010:[医疗:1|饮水:1],8,51.0,0.18900000000000003,4.143101768410293,2386.7914355276853,0.482112,0.0,True,1719.4
R039057,C,2,S010>S001,S010:[医疗:2|食品:2|卫生:2] S001:[医疗:1|饮水:1],8,51.0,0.18900000000000003,4.504568648607043,2386.7914355276853,0.436929,0.0,True,1525.7
R039058,C,2,S001>S010,S001:[医疗:2|食品:2|卫生:2] S010:[医疗:1|饮水:1|食品:1],9,59.0,0.21700000000000003,4.341846319117536,2452.7914355276853,0.457269,0.0,True,1653.4
R039059,C,2,S010>S001,S010:[医疗:2|食品:2|卫生:2] S001:[医疗:1|饮水:1|食品:1],9,59.0,0.21700000000000003,4.719687844863644,2452.7914355276853,0.410039,0.0,True,1459.7
R039060,C,2,S001>S010,S001:[医疗:2|食品:3] S010:[食品:1],6,38.0,0.136,3.9296022132193107,2254.7914355276853,0.5088,0.0,True,2453.1
R039061,C,2,S010>S001,S010:[医疗:2|食品:3] S001:[食品:1],6,38.0,0.136,4.208661827709417,2254.7914355276853,0.473917,0.0,True,1657.7
R039062,C,2,S001>S010,S001:[医疗:2|食品:3] S010:[饮水:1],6,44.0,0.135,4.029144564596746,2254.7914355276853,0.496357,0.0,True,1851.4
R039063,C,2,S010>S001,S010:[医疗:2|食品:3] S001:[饮水:1],6,44.0,0.135,4.314824352192517,2254.7914355276853,0.460647,0.0,True,1657.7
R039064,C,2,S001>S010,S001:[医疗:2|食品:3] S010:[饮水:1|食品:1],7,52.0,0.163,4.19550086397639,2320.7914355276853,0.475562,0.0,True,1785.4
R039065,C,2,S010>S001,S010:[医疗:2|食品:3] S001:[饮水:1|食品:1],7,52.0,0.163,4.48831396794701,2320.7914355276853,0.438961,0.0,True,1591.7
R039066,C,2,S001>S010,S001:[医疗:2|食品:3] S010:[医疗:1],6,33.0,0.12000000000000001,3.8620188211459454,2254.7914355276853,0.517248,0.0,True,1851.4
R039067,C,2,S010>S001,S010:[医疗:2|食品:3] S001:[医疗:1],6,33.0,0.12000000000000001,4.132838890108872,2254.7914355276853,0.483395,0.0,True,1657.7
R039068,C,2,S001>S010,S001:[医疗:2|食品:3] S010:[医疗:1|食品:1],7,41.0,0.14800000000000002,3.9768484875076466,2320.7914355276853,0.502894,0.0,True,1785.4
R039069,C,2,S010>S001,S010:[医疗:2|食品:3] S001:[医疗:1|食品:1],7,41.0,0.14800000000000002,4.259496428157816,2320.7914355276853,0.467563,0.0,True,1591.7
R039070,C,2,S001>S010,S001:[医疗:2|食品:3] S010:[医疗:1|饮水:1],7,47.0,0.14700000000000002,4.086729412538043,2320.7914355276853,0.489159,0.0,True,1785.4
R039071,C,2,S010>S001,S010:[医疗:2|食品:3] S001:[医疗:1|饮水:1],7,47.0,0.14700000000000002,4.375130705294921,2320.7914355276853,0.453109,0.0,True,1591.7
R039072,C,2,S001>S010,S001:[医疗:2|食品:3] S010:[医疗:1|饮水:1|食品:1],8,55.0,0.17500000000000002,4.269293501491095,2386.7914355276853,0.466338,0.0,True,1719.4
R039073,C,2,S010>S001,S010:[医疗:2|食品:3] S001:[医疗:1|饮水:1|食品:1],8,55.0,0.17500000000000002,4.565010925835342,2386.7914355276853,0.429374,0.0,True,1525.7
R039074,C,2,S001>S010,S001:[医疗:2|食品:3|卫生:1] S010:[食品:1],7,44.0,0.171,3.9964798127730066,2320.7914355276853,0.50044,0.0,True,2387.1
R039075,C,2,S010>S001,S010:[医疗:2|食品:3|卫生:1] S001:[食品:1],7,44.0,0.171,4.377086185076692,2320.7914355276853,0.452864,0.0,True,1591.7
R039076,C,2,S001>S010,S001:[医疗:2|食品:3|卫生:1] S010:[饮水:1],7,50.0,0.17,4.108846153634472,2320.7914355276853,0.486394,0.0,True,1785.4
R039077,C,2,S010>S001,S010:[医疗:2|食品:3|卫生:1] S001:[饮水:1],7,50.0,0.17,4.503252116390142,2320.7914355276853,0.437093,0.0,True,1591.7
R039078,C,2,S001>S010,S001:[医疗:2|食品:3|卫生:1] S010:[饮水:1|食品:1],8,58.0,0.198,4.297583918908518,2386.7914355276853,0.462802,0.0,True,1719.4
R039079,C,2,S010>S001,S010:[医疗:2|食品:3|卫生:1] S001:[饮水:1|食品:1],8,58.0,0.198,4.711653299118612,2386.7914355276853,0.411043,0.0,True,1525.7
R039080,C,2,S001>S010,S001:[医疗:2|食品:3|卫生:1] S010:[医疗:1],7,39.0,0.15500000000000003,3.9200062512437097,2320.7914355276853,0.509999,0.0,True,1785.4
R039081,C,2,S010>S001,S010:[医疗:2|食品:3|卫生:1] S001:[医疗:1],7,39.0,0.15500000000000003,4.287395981237415,2320.7914355276853,0.464076,0.0,True,1591.7
R039082,C,2,S001>S010,S001:[医疗:2|食品:3|卫生:1] S010:[医疗:1|食品:1],8,47.0,0.18300000000000002,4.049798335526839,2386.7914355276853,0.493775,0.0,True,1719.4
R039083,C,2,S010>S001,S010:[医疗:2|食品:3|卫生:1] S001:[医疗:1|食品:1],8,47.0,0.18300000000000002,4.437392538179096,2386.7914355276853,0.445326,0.0,True,1525.7
R039084,C,2,S001>S010,S001:[医疗:2|食品:3|卫生:1] S010:[医疗:1|饮水:1],8,53.0,0.18200000000000002,4.1739891361331445,2386.7914355276853,0.478251,0.0,True,1719.4
R039085,C,2,S010>S001,S010:[医疗:2|食品:3|卫生:1] S001:[医疗:1|饮水:1],8,53.0,0.18200000000000002,4.575347970772,2386.7914355276853,0.428082,0.0,True,1525.7
R039086,C,2,S001>S010,S001:[医疗:2|食品:3|卫生:1] S010:[医疗:1|饮水:1|食品:1],9,61.0,0.21000000000000002,4.381939655993724,2452.7914355276853,0.452258,0.0,True,1653.4
R039087,C,2,S010>S001,S010:[医疗:2|食品:3|卫生:1] S001:[医疗:1|饮水:1|食品:1],9,61.0,0.21000000000000002,4.804827031131047,2452.7914355276853,0.399397,0.0,True,1459.7
R039088,C,2,S001>S010,S001:[医疗:2|食品:3|卫生:2] S010:[食品:1],8,50.0,0.20600000000000002,4.076181401810732,2386.7914355276853,0.490477,0.0,True,2321.1
R039089,C,2,S010>S001,S010:[医疗:2|食品:3|卫生:2] S001:[食品:1],8,50.0,0.20600000000000002,4.577497388868798,2386.7914355276853,0.427813,0.0,True,1525.7
R039090,C,2,S001>S010,S001:[医疗:2|食品:3|卫生:2] S010:[饮水:1],8,56.0,0.20500000000000002,4.204624582510686,2386.7914355276853,0.474422,0.0,True,1719.4
R039091,C,2,S010>S001,S010:[医疗:2|食品:3|卫生:2] S001:[饮水:1],8,56.0,0.20500000000000002,4.728740662006032,2386.7914355276853,0.408907,0.0,True,1525.7
R039092,C,2,S001>S010,S001:[医疗:2|食品:3|卫生:2] S010:[饮水:1|食品:1],9,64.0,0.233,4.422368881288893,2452.7914355276853,0.447204,0.0,True,1653.4
R039093,C,2,S010>S001,S010:[医疗:2|食品:3|卫生:2] S001:[饮水:1|食品:1],9,64.0,0.233,4.982387475288432,2452.7914355276853,0.377202,0.0,True,1459.7
R039094,C,2,S001>S010,S001:[医疗:2|食品:3|卫生:2] S010:[医疗:1],8,45.0,0.19000000000000003,3.9888393409502263,2386.7914355276853,0.501395,0.0,True,1719.4
R039095,C,2,S010>S001,S010:[医疗:2|食品:3|卫生:2] S001:[医疗:1],8,45.0,0.19000000000000003,4.470854035307408,2386.7914355276853,0.441143,0.0,True,1525.7
R039096,C,2,S001>S010,S001:[医疗:2|食品:3|卫生:2] S010:[医疗:1|食品:1],9,53.0,0.21800000000000003,4.13705805912194,2452.7914355276853,0.482868,0.0,True,1653.4
R039097,C,2,S010>S001,S010:[医疗:2|食品:3|卫生:2] S001:[医疗:1|食品:1],9,53.0,0.21800000000000003,4.649593243250656,2452.7914355276853,0.418801,0.0,True,1459.7
R039098,C,2,S001>S010,S001:[医疗:2|食品:3|卫生:2] S010:[医疗:1|饮水:1],9,59.0,0.21700000000000003,4.279436376106078,2452.7914355276853,0.46507,0.0,True,1653.4
R039099,C,2,S010>S001,S010:[医疗:2|食品:3|卫生:2] S001:[医疗:1|饮水:1],9,59.0,0.21700000000000003,4.815918341133173,2452.7914355276853,0.39801,0.0,True,1459.7
R039100,C,2,S001>S010,S001:[医疗:2|食品:3|卫生:2] S010:[医疗:1|饮水:1|食品:1],10,67.0,0.24500000000000002,4.520787321275549,2518.7914355276853,0.434902,0.0,True,1587.4
R039101,C,2,S010>S001,S010:[医疗:2|食品:3|卫生:2] S001:[医疗:1|饮水:1|食品:1],10,67.0,0.24500000000000002,5.0974968122561215,2518.7914355276853,0.362813,0.0,True,1393.7
R039102,C,2,S001>S010,S001:[医疗:2|饮水:1] S010:[食品:1],4,28.0,0.079,3.8406692155853217,2122.7914355276853,0.519916,0.0,True,2585.1
R039103,C,2,S010>S001,S010:[医疗:2|饮水:1] S001:[食品:1],4,28.0,0.079,3.985217543927723,2122.7914355276853,0.501848,0.0,True,1789.7
R039104,C,2,S001>S010,S001:[医疗:2|饮水:1] S010:[饮水:1],4,34.0,0.078,3.9236352261342122,2122.7914355276853,0.509546,0.0,True,1983.4
R039105,C,2,S010>S001,S010:[医疗:2|饮水:1] S001:[饮水:1],4,34.0,0.078,4.065523583596574,2122.7914355276853,0.49181,0.0,True,1789.7
