task_id,box_id,delivery_offset_s,deadline_s
R015061,B011,2214.0,inf
R015061,B014,2214.0,inf
R015061,B036,1375.6,inf
R015338,B001,882.9,3600.0
R015338,B037,1608.9,inf
R015340,B001,882.9,3600.0
R015340,B036,1608.9,inf
R015344,B001,882.9,3600.0
R015344,B033,1608.9,7200.0
R015352,B001,912.9,3600.0
R015352,B033,1674.9,7200.0
R015352,B034,1674.9,inf
R015353,B001,2082.0,3600.0
R015353,B033,1351.6,7200.0
R015353,B034,1351.6,inf
R015360,B001,942.9,3600.0
R015360,B033,1740.9,7200.0
R015360,B034,1740.9,inf
R015360,B035,1740.9,inf
R015361,B001,2148.0,3600.0
R015361,B033,1417.6,7200.0
R015361,B034,1417.6,inf
R015361,B035,1417.6,inf
R015368,B001,882.9,3600.0
R015368,B032,1608.9,7200.0
R015421,B001,2214.0,3600.0
R015421,B014,2214.0,inf
R015421,B033,1447.6,7200.0
R015421,B034,1447.6,inf
R015421,B035,1447.6,inf
R015457,B001,2148.0,3600.0
R015457,B014,2148.0,inf
R015457,B015,2148.0,inf
R015457,B037,1345.6,inf
R015509,B001,2082.0,3600.0
R015509,B011,2082.0,inf
R015509,B037,1315.6,inf
R015765,B001,1206.9,3600.0
R015765,B011,1206.9,inf
R015765,B012,1206.9,inf
R015765,B014,1206.9,inf
R015765,B015,1206.9,inf
R015765,B033,2004.9,7200.0
R015765,B034,2004.9,inf
R015765,B035,2004.9,inf
R015831,B001,2280.0,3600.0
R015831,B011,2280.0,inf
R015831,B012,2280.0,inf
R015831,B013,2280.0,inf
R015831,B014,2280.0,inf
R015831,B033,1405.6,7200.0
R015841,B001,1206.9,3600.0
R015841,B011,1206.9,inf
R015841,B012,1206.9,inf
R015841,B013,1206.9,inf
R015841,B014,1206.9,inf
R015841,B033,2004.9,7200.0
R015841,B034,2004.9,inf
R015841,B035,2004.9,inf
R015859,B001,2346.0,3600.0
R015859,B011,2346.0,inf
R015859,B012,2346.0,inf
R015859,B013,2346.0,inf
R015859,B014,2346.0,inf
R015859,B015,2346.0,inf
R015859,B037,1435.6,inf
R015888,B001,2082.0,3600.0
R015888,B003,2082.0,3600.0
R015888,B033,1315.6,7200.0
R015939,B001,2148.0,3600.0
R015939,B003,2148.0,3600.0
R015939,B014,2148.0,inf
R015939,B033,1345.6,7200.0
R015983,B001,2214.0,3600.0
R015983,B003,2214.0,3600.0
R015983,B014,2214.0,inf
R015983,B015,2214.0,inf
R015983,B033,1375.6,7200.0
R016021,B001,2148.0,3600.0
R016021,B003,2148.0,3600.0
R016021,B011,2148.0,inf
R016021,B033,1345.6,7200.0
R016063,B001,2214.0,3600.0
R016063,B003,2214.0,3600.0
R016063,B011,2214.0,inf
R016063,B014,2214.0,inf
R016063,B033,1375.6,7200.0
R016099,B001,2280.0,3600.0
R016099,B003,2280.0,3600.0
R016099,B011,2280.0,inf
R016099,B014,2280.0,inf
R016099,B015,2280.0,inf
R016099,B033,1405.6,7200.0
R016202,B001,2280.0,3600.0
R016202,B003,2280.0,3600.0
R016202,B011,2280.0,inf
R016202,B012,2280.0,inf
R016202,B013,2280.0,inf
R016202,B036,1405.6,inf
R016242,B001,1278.9,3600.0
R016242,B003,1278.9,3600.0
R016242,B011,1278.9,inf
R016242,B012,1278.9,inf
R016242,B013,1278.9,inf
R016242,B014,1278.9,inf
R016242,B015,1278.9,inf
R016242,B033,2004.9,7200.0
R016287,B001,2214.0,3600.0
R016287,B003,2214.0,3600.0
R016287,B004,2214.0,inf
R016287,B014,2214.0,inf
R016287,B036,1375.6,inf
R016453,B001,1344.9,3600.0
R016453,B003,1344.9,3600.0
R016453,B004,1344.9,inf
R016453,B011,1344.9,inf
R016453,B012,1344.9,inf
R016453,B013,1344.9,inf
R016453,B014,1344.9,inf
R016453,B015,1344.9,inf
R016453,B036,2070.9,inf
R016526,B001,1278.9,3600.0
R016526,B003,1278.9,3600.0
R016526,B004,1278.9,inf
R016526,B005,1278.9,inf
R016526,B011,1278.9,inf
R016526,B014,1278.9,inf
R016526,B015,1278.9,inf
R016526,B033,2004.9,7200.0
R016544,B001,1344.9,3600.0
R016544,B003,1344.9,3600.0
R016544,B004,1344.9,inf
R016544,B005,1344.9,inf
R016544,B011,1344.9,inf
R016544,B012,1344.9,inf
R016544,B014,1344.9,inf
R016544,B015,1344.9,inf
R016544,B032,2070.9,7200.0
R016550,B001,1344.9,3600.0
R016550,B003,1344.9,3600.0
R016550,B004,1344.9,inf
R016550,B005,1344.9,inf
R016550,B011,1344.9,inf
R016550,B012,1344.9,inf
R016550,B013,1344.9,inf
R016550,B014,1344.9,inf
R016550,B032,2070.9,7200.0
R016604,B001,1008.9,3600.0
R016604,B002,1008.9,inf
R016604,B033,1806.9,7200.0
R016604,B034,1806.9,inf
R016604,B035,1806.9,inf
R016611,B001,948.9,3600.0
R016611,B002,948.9,inf
R016611,B032,1674.9,7200.0
R016664,B001,2280.0,3600.0
R016664,B002,2280.0,inf
R016664,B014,2280.0,inf
R016664,B033,1477.6,7200.0
R016664,B034,1477.6,inf
R016664,B035,1477.6,inf
R016697,B001,2214.0,3600.0
R016697,B002,2214.0,inf
R016697,B014,2214.0,inf
R016697,B015,2214.0,inf
R016697,B037,1375.6,inf
R016748,B001,2148.0,3600.0
R016748,B002,2148.0,inf
R016748,B011,2148.0,inf
R016748,B036,1345.6,inf
R016768,B001,2280.0,3600.0
R016768,B002,2280.0,inf
R016768,B011,2280.0,inf
R016768,B033,1477.6,7200.0
R016768,B034,1477.6,inf
R016768,B035,1477.6,inf
R016802,B001,2214.0,3600.0
R016802,B002,2214.0,inf
R016802,B011,2214.0,inf
R016802,B014,2214.0,inf
R016802,B036,1375.6,inf
R016865,B001,1206.9,3600.0
R016865,B002,1206.9,inf
R016865,B011,1206.9,inf
R016865,B014,1206.9,inf
R016865,B015,1206.9,inf
R016865,B033,2004.9,7200.0
R016865,B034,2004.9,inf
R016865,B035,2004.9,inf
R016867,B001,2280.0,3600.0
R016867,B002,2280.0,inf
R016867,B011,2280.0,inf
R016867,B014,2280.0,inf
R016867,B015,2280.0,inf
R016867,B032,1405.6,7200.0
R016911,B001,2214.0,3600.0
R016911,B002,2214.0,inf
R016911,B011,2214.0,inf
R016911,B012,2214.0,inf
R016911,B032,1375.6,7200.0
R016951,B001,1206.9,3600.0
R016951,B002,1206.9,inf
R016951,B011,1206.9,inf
R016951,B012,1206.9,inf
R016951,B014,1206.9,inf
R016951,B033,2004.9,7200.0
R016951,B034,2004.9,inf
R016951,B035,2004.9,inf
R016987,B001,1272.9,3600.0
R016987,B002,1272.9,inf
R016987,B011,1272.9,inf
R016987,B012,1272.9,inf
R016987,B014,1272.9,inf
R016987,B015,1272.9,inf
R016987,B033,2070.9,7200.0
R016987,B034,2070.9,inf
R016987,B035,2070.9,inf
R017003,B001,2280.0,3600.0
R017003,B002,2280.0,inf
R017003,B011,2280.0,inf
R017003,B012,2280.0,inf
R017003,B013,2280.0,inf
R017003,B037,1405.6,inf
R017019,B001,1206.9,3600.0
R017019,B002,1206.9,inf
R017019,B011,1206.9,inf
R017019,B012,1206.9,inf
R017019,B013,1206.9,inf
R017019,B033,2004.9,7200.0
R017019,B034,2004.9,inf
R017019,B035,2004.9,inf
R017039,B001,2346.0,3600.0
R017039,B002,2346.0,inf
R017039,B011,2346.0,inf
R017039,B012,2346.0,inf
R017039,B013,2346.0,inf
R017039,B014,2346.0,inf
R017039,B037,1435.6,inf
R017049,B001,1242.9,3600.0
R017049,B002,1242.9,inf
R017049,B011,1242.9,inf
R017049,B012,1242.9,inf
R017049,B013,1242.9,inf
R017049,B014,1242.9,inf
R017049,B033,2004.9,7200.0
R017049,B034,2004.9,inf
R017069,B001,2412.0,3600.0
R017069,B002,2412.0,inf
R017069,B011,2412.0,inf
R017069,B012,2412.0,inf
R017069,B013,2412.0,inf
R017069,B014,2412.0,inf
R017069,B015,2412.0,inf
R017069,B037,1465.6,inf
R017071,B001,2412.0,3600.0
R017071,B002,2412.0,inf
R017071,B011,2412.0,inf
R017071,B012,2412.0,inf
R017071,B013,2412.0,inf
R017071,B014,2412.0,inf
R017071,B015,2412.0,inf
R017071,B036,1465.6,inf
R017073,B001,1278.9,3600.0
R017073,B002,1278.9,inf
R017073,B011,1278.9,inf
R017073,B012,1278.9,inf
R017073,B013,1278.9,inf
R017073,B014,1278.9,inf
R017073,B015,1278.9,inf
R017073,B033,2004.9,7200.0
R017076,B001,1308.9,3600.0
R017076,B002,1308.9,inf
R017076,B011,1308.9,inf
R017076,B012,1308.9,inf
R017076,B013,1308.9,inf
R017076,B014,1308.9,inf
R017076,B015,1308.9,inf
R017076,B033,2070.9,7200.0
R017076,B034,2070.9,inf
R017084,B001,1338.9,3600.0
R017084,B002,1338.9,inf
R017084,B011,1338.9,inf
R017084,B012,1338.9,inf
R017084,B013,1338.9,inf
R017084,B014,1338.9,inf
R017084,B015,1338.9,inf
R017084,B032,2136.9,7200.0
R017084,B033,2136.9,7200.0
R017084,B034,2136.9,inf
R017100,B001,2214.0,3600.0
R017100,B002,2214.0,inf
R017100,B003,2214.0,3600.0
R017100,B033,1411.6,7200.0
R017100,B034,1411.6,inf
R017147,B001,2280.0,3600.0
R017147,B002,2280.0,inf
R017147,B003,2280.0,3600.0
R017147,B014,2280.0,inf
R017147,B033,1441.6,7200.0
R017147,B034,1441.6,inf
R017191,B001,1206.9,3600.0
R017191,B002,1206.9,inf
R017191,B003,1206.9,3600.0
R017191,B014,1206.9,inf
R017191,B015,1206.9,inf
R017191,B033,2004.9,7200.0
R017191,B034,2004.9,inf
R017191,B035,2004.9,inf
R017193,B001,2280.0,3600.0
R017193,B002,2280.0,inf
R017193,B003,2280.0,3600.0
R017193,B014,2280.0,inf
R017193,B015,2280.0,inf
R017193,B032,1405.6,7200.0
R017224,B001,2280.0,3600.0
R017224,B002,2280.0,inf
R017224,B003,2280.0,3600.0
R017224,B011,2280.0,inf
R017224,B033,1441.6,7200.0
R017224,B034,1441.6,inf
R017230,B001,2214.0,3600.0
R017230,B002,2214.0,inf
R017230,B003,2214.0,3600.0
R017230,B011,2214.0,inf
R017230,B032,1375.6,7200.0
R017265,B001,1206.9,3600.0
R017265,B002,1206.9,inf
R017265,B003,1206.9,3600.0
R017265,B011,1206.9,inf
R017265,B014,1206.9,inf
R017265,B033,2004.9,7200.0
R017265,B034,2004.9,inf
R017265,B035,2004.9,inf
R017283,B001,2346.0,3600.0
R017283,B002,2346.0,inf
R017283,B003,2346.0,3600.0
R017283,B011,2346.0,inf
R017283,B014,2346.0,inf
R017283,B015,2346.0,inf
R017283,B037,1435.6,inf
R017291,B001,1242.9,3600.0
R017291,B002,1242.9,inf
R017291,B003,1242.9,3600.0
R017291,B011,1242.9,inf
R017291,B014,1242.9,inf
R017291,B015,1242.9,inf
R017291,B033,2004.9,7200.0
R017291,B034,2004.9,inf
R017345,B001,1242.9,3600.0
R017345,B002,1242.9,inf
R017345,B003,1242.9,3600.0
R017345,B011,1242.9,inf
R017345,B012,1242.9,inf
R017345,B014,1242.9,inf
R017345,B033,2004.9,7200.0
R017345,B034,2004.9,inf
R017365,B001,1308.9,3600.0
R017365,B002,1308.9,inf
R017365,B003,1308.9,3600.0
R017365,B011,1308.9,inf
R017365,B012,1308.9,inf
R017365,B014,1308.9,inf
R017365,B015,1308.9,inf
R017365,B033,2070.9,7200.0
R017365,B034,2070.9,inf
R017371,B001,1338.9,3600.0
R017371,B002,1338.9,inf
R017371,B003,1338.9,3600.0
R017371,B011,1338.9,inf
R017371,B012,1338.9,inf
R017371,B014,1338.9,inf
R017371,B015,1338.9,inf
R017371,B032,2136.9,7200.0
R017371,B033,2136.9,7200.0
R017371,B034,2136.9,inf
R017398,B001,1308.9,3600.0
R017398,B002,1308.9,inf
R017398,B003,1308.9,3600.0
R017398,B011,1308.9,inf
R017398,B012,1308.9,inf
R017398,B013,1308.9,inf
R017398,B014,1308.9,inf
R017398,B033,2070.9,7200.0
R017398,B034,2070.9,inf
R017406,B001,1344.9,3600.0
R017406,B002,1344.9,inf
R017406,B003,1344.9,3600.0
R017406,B011,1344.9,inf
R017406,B012,1344.9,inf
R017406,B013,1344.9,inf
R017406,B014,1344.9,inf
R017406,B015,1344.9,inf
R017406,B037,2070.9,inf
R017407,B001,1344.9,3600.0
R017407,B002,1344.9,inf
R017407,B003,1344.9,3600.0
R017407,B011,1344.9,inf
R017407,B012,1344.9,inf
R017407,B013,1344.9,inf
R017407,B014,1344.9,inf
R017407,B015,1344.9,inf
R017407,B036,2070.9,inf
R017408,B001,1344.9,3600.0
R017408,B002,1344.9,inf
R017408,B003,1344.9,3600.0
R017408,B011,1344.9,inf
R017408,B012,1344.9,inf
R017408,B013,1344.9,inf
R017408,B014,1344.9,inf
R017408,B015,1344.9,inf
R017408,B033,2070.9,7200.0
R017531,B001,1278.9,3600.0
R017531,B002,1278.9,inf
R017531,B003,1278.9,3600.0
R017531,B004,1278.9,inf
R017531,B011,1278.9,inf
R017531,B014,1278.9,inf
R017531,B015,1278.9,inf
R017531,B033,2004.9,7200.0
R017567,B001,1344.9,3600.0
R017567,B002,1344.9,inf
R017567,B003,1344.9,3600.0
R017567,B004,1344.9,inf
R017567,B011,1344.9,inf
R017567,B012,1344.9,inf
R017567,B014,1344.9,inf
R017567,B015,1344.9,inf
R017567,B037,2070.9,inf
R017568,B001,1344.9,3600.0
R017568,B002,1344.9,inf
R017568,B003,1344.9,3600.0
R017568,B004,1344.9,inf
R017568,B011,1344.9,inf
R017568,B012,1344.9,inf
R017568,B014,1344.9,inf
R017568,B015,1344.9,inf
R017568,B036,2070.9,inf
R017569,B001,1344.9,3600.0
R017569,B002,1344.9,inf
R017569,B003,1344.9,3600.0
R017569,B004,1344.9,inf
R017569,B011,1344.9,inf
R017569,B012,1344.9,inf
R017569,B014,1344.9,inf
R017569,B015,1344.9,inf
R017569,B033,2070.9,7200.0
R017584,B001,1344.9,3600.0
R017584,B002,1344.9,inf
R017584,B003,1344.9,3600.0
R017584,B004,1344.9,inf
R017584,B011,1344.9,inf
R017584,B012,1344.9,inf
R017584,B013,1344.9,inf
R017584,B014,1344.9,inf
R017584,B037,2070.9,inf
R017585,B001,1344.9,3600.0
R017585,B002,1344.9,inf
R017585,B003,1344.9,3600.0
R017585,B004,1344.9,inf
R017585,B011,1344.9,inf
R017585,B012,1344.9,inf
R017585,B013,1344.9,inf
R017585,B014,1344.9,inf
R017585,B036,2070.9,inf
R017586,B001,1344.9,3600.0
R017586,B002,1344.9,inf
R017586,B003,1344.9,3600.0
R017586,B004,1344.9,inf
R017586,B011,1344.9,inf
R017586,B012,1344.9,inf
R017586,B013,1344.9,inf
R017586,B014,1344.9,inf
R017586,B033,2070.9,7200.0
R017590,B001,1410.9,3600.0
R017590,B002,1410.9,inf
R017590,B003,1410.9,3600.0
R017590,B004,1410.9,inf
R017590,B011,1410.9,inf
R017590,B012,1410.9,inf
R017590,B013,1410.9,inf
R017590,B014,1410.9,inf
R017590,B015,1410.9,inf
R017590,B032,2136.9,7200.0
R017652,B001,1344.9,3600.0
R017652,B002,1344.9,inf
R017652,B003,1344.9,3600.0
R017652,B004,1344.9,inf
R017652,B005,1344.9,inf
R017652,B011,1344.9,inf
R017652,B014,1344.9,inf
R017652,B015,1344.9,inf
R017652,B037,2070.9,inf
R017653,B001,1344.9,3600.0
R017653,B002,1344.9,inf
R017653,B003,1344.9,3600.0
R017653,B004,1344.9,inf
R017653,B005,1344.9,inf
R017653,B011,1344.9,inf
R017653,B014,1344.9,inf
R017653,B015,1344.9,inf
R017653,B036,2070.9,inf
R017654,B001,1344.9,3600.0
R017654,B002,1344.9,inf
R017654,B003,1344.9,3600.0
R017654,B004,1344.9,inf
R017654,B005,1344.9,inf
R017654,B011,1344.9,inf
R017654,B014,1344.9,inf
R017654,B015,1344.9,inf
R017654,B032,2070.9,7200.0
R017660,B001,1278.9,3600.0
R017660,B002,1278.9,inf
R017660,B003,1278.9,3600.0
R017660,B004,1278.9,inf
R017660,B005,1278.9,inf
R017660,B011,1278.9,inf
R017660,B012,1278.9,inf
R017660,B033,2004.9,7200.0
R017664,B001,1344.9,3600.0
R017664,B002,1344.9,inf
R017664,B003,1344.9,3600.0
R017664,B004,1344.9,inf
R017664,B005,1344.9,inf
R017664,B011,1344.9,inf
R017664,B012,1344.9,inf
R017664,B014,1344.9,inf
R017664,B037,2070.9,inf
R017665,B001,1344.9,3600.0
R017665,B002,1344.9,inf
R017665,B003,1344.9,3600.0
R017665,B004,1344.9,inf
R017665,B005,1344.9,inf
R017665,B011,1344.9,inf
R017665,B012,1344.9,inf
R017665,B014,1344.9,inf
R017665,B036,2070.9,inf
R017666,B001,1344.9,3600.0
R017666,B002,1344.9,inf
R017666,B003,1344.9,3600.0
R017666,B004,1344.9,inf
R017666,B005,1344.9,inf
R017666,B011,1344.9,inf
R017666,B012,1344.9,inf
R017666,B014,1344.9,inf
R017666,B032,2070.9,7200.0
R017668,B001,1410.9,3600.0
R017668,B002,1410.9,inf
R017668,B003,1410.9,3600.0
R017668,B004,1410.9,inf
R017668,B005,1410.9,inf
R017668,B011,1410.9,inf
R017668,B012,1410.9,inf
R017668,B014,1410.9,inf
R017668,B015,1410.9,inf
R017668,B032,2136.9,7200.0
R017669,B001,1344.9,3600.0
R017669,B002,1344.9,inf
R017669,B003,1344.9,3600.0
R017669,B004,1344.9,inf
R017669,B005,1344.9,inf
R017669,B011,1344.9,inf
R017669,B012,1344.9,inf
R017669,B013,1344.9,inf
R017669,B037,2070.9,inf
R017670,B001,1344.9,3600.0
R017670,B002,1344.9,inf
R017670,B003,1344.9,3600.0
R017670,B004,1344.9,inf
R017670,B005,1344.9,inf
R017670,B011,1344.9,inf
R017670,B012,1344.9,inf
R017670,B013,1344.9,inf
R017670,B036,2070.9,inf
R017686,B001,1344.9,3600.0
R017686,B002,1344.9,inf
R017686,B003,1344.9,3600.0
R017686,B004,1344.9,inf
R017686,B005,1344.9,inf
R017686,B006,1344.9,inf
R017686,B014,1344.9,inf
R017686,B015,1344.9,inf
R017686,B037,2070.9,inf
R017687,B001,1344.9,3600.0
R017687,B002,1344.9,inf
R017687,B003,1344.9,3600.0
R017687,B004,1344.9,inf
R017687,B005,1344.9,inf
R017687,B006,1344.9,inf
R017687,B014,1344.9,inf
R017687,B015,1344.9,inf
R017687,B032,2070.9,7200.0
R017692,B001,1344.9,3600.0
R017692,B002,1344.9,inf
R017692,B003,1344.9,3600.0
R017692,B004,1344.9,inf
R017692,B005,1344.9,inf
R017692,B006,1344.9,inf
R017692,B011,1344.9,inf
R017692,B014,1344.9,inf
R017692,B032,2070.9,7200.0
R017696,B014,882.9,inf
R017696,B042,1408.0,inf
R017697,B014,1600.9,inf
R017697,B042,1074.7,inf
R017698,B014,912.9,inf
R017698,B042,1474.0,inf
R017698,B043,1474.0,inf
R017699,B014,1666.9,inf
R017699,B042,1140.7,inf
R017699,B043,1140.7,inf
R017704,B014,912.9,inf
R017704,B039,1474.0,10800.0
R017704,B042,1474.0,inf
R017705,B014,1666.9,inf
R017705,B039,1140.7,10800.0
R017705,B042,1140.7,inf
R017706,B014,942.9,inf
R017706,B039,1540.0,10800.0
R017706,B042,1540.0,inf
R017706,B043,1540.0,inf
R017707,B014,1732.9,inf
R017707,B039,1206.7,10800.0
R017707,B042,1206.7,inf
R017707,B043,1206.7,inf
R017708,B014,912.9,inf
R017708,B039,1474.0,10800.0
R017708,B040,1474.0,inf
R017709,B014,1666.9,inf
R017709,B039,1140.7,10800.0
R017709,B040,1140.7,inf
R017710,B014,942.9,inf
R017710,B039,1540.0,10800.0
R017710,B040,1540.0,inf
R017710,B043,1540.0,inf
R017711,B014,1732.9,inf
R017711,B039,1206.7,10800.0
R017711,B040,1206.7,inf
R017711,B043,1206.7,inf
R017712,B014,942.9,inf
R017712,B039,1540.0,10800.0
R017712,B040,1540.0,inf
R017712,B042,1540.0,inf
R017713,B014,1732.9,inf
R017713,B039,1206.7,10800.0
R017713,B040,1206.7,inf
R017713,B042,1206.7,inf
R017714,B014,972.9,inf
R017714,B039,1606.0,10800.0
R017714,B040,1606.0,inf
R017714,B042,1606.0,inf
R017714,B043,1606.0,inf
R017717,B014,1732.9,inf
R017717,B039,1206.7,10800.0
R017717,B040,1206.7,inf
R017717,B041,1206.7,inf
R017749,B014,1798.9,inf
R017749,B038,1272.7,10800.0
R017749,B039,1272.7,10800.0
R017749,B040,1272.7,inf
R017749,B041,1272.7,inf
R017750,B014,1002.9,inf
R017750,B038,1672.0,10800.0
R017750,B039,1672.0,10800.0
R017750,B040,1672.0,inf
R017750,B041,1672.0,inf
R017750,B043,1672.0,inf
R017751,B014,1864.9,inf
R017751,B038,1338.7,10800.0
R017751,B039,1338.7,10800.0
R017751,B040,1338.7,inf
R017751,B041,1338.7,inf
R017751,B043,1338.7,inf
R017752,B014,1002.9,inf
R017752,B038,1672.0,10800.0
R017752,B039,1672.0,10800.0
R017752,B040,1672.0,inf
R017752,B041,1672.0,inf
R017752,B042,1672.0,inf
R017753,B014,1864.9,inf
R017753,B038,1338.7,10800.0
R017753,B039,1338.7,10800.0
R017753,B040,1338.7,inf
R017753,B041,1338.7,inf
R017753,B042,1338.7,inf
R017754,B014,1032.9,inf
R017754,B038,1738.0,10800.0
R017754,B039,1738.0,10800.0
R017754,B040,1738.0,inf
R017754,B041,1738.0,inf
R017754,B042,1738.0,inf
R017754,B043,1738.0,inf
R017755,B014,1930.9,inf
R017755,B038,1404.7,10800.0
R017755,B039,1404.7,10800.0
R017755,B040,1404.7,inf
R017755,B041,1404.7,inf
R017755,B042,1404.7,inf
R017755,B043,1404.7,inf
R017778,B014,1008.9,inf
R017778,B015,1008.9,inf
R017778,B039,1606.0,10800.0
R017778,B040,1606.0,inf
R017778,B041,1606.0,inf
R019336,B003,1014.9,3600.0
R019336,B004,1014.9,inf
R019336,B005,1014.9,inf
R019336,B043,1540.0,inf
R019338,B003,1014.9,3600.0
R019338,B004,1014.9,inf
R019338,B005,1014.9,inf
R019338,B042,1540.0,inf
R019342,B003,1014.9,3600.0
R019342,B004,1014.9,inf
R019342,B005,1014.9,inf
R019342,B039,1540.0,10800.0
R023112,B001,1278.9,3600.0
R023112,B002,1278.9,inf
R023112,B003,1278.9,3600.0
R023112,B004,1278.9,inf
R023112,B005,1278.9,inf
R023112,B011,1278.9,inf
R023112,B012,1278.9,inf
R023112,B039,1804.0,10800.0
R023113,B001,1996.9,3600.0
R023113,B002,1996.9,inf
R023113,B003,1996.9,3600.0
R023113,B004,1996.9,inf
R023113,B005,1996.9,inf
R023113,B011,1996.9,inf
R023113,B012,1996.9,inf
R023113,B039,1254.7,10800.0
R023141,B001,1212.9,3600.0
R023141,B002,1212.9,inf
R023141,B003,1212.9,3600.0
R023141,B004,1212.9,inf
R023141,B005,1212.9,inf
R023141,B006,1212.9,inf
R023141,B039,1738.0,10800.0
R023142,B001,1930.9,3600.0
R023142,B002,1930.9,inf
R023142,B003,1930.9,3600.0
R023142,B004,1930.9,inf
R023142,B005,1930.9,inf
R023142,B006,1930.9,inf
R023142,B039,1224.7,10800.0
R023151,B001,1242.9,3600.0
R023151,B002,1242.9,inf
R023151,B003,1242.9,3600.0
R023151,B004,1242.9,inf
R023151,B005,1242.9,inf
R023151,B006,1242.9,inf
R023151,B038,1804.0,10800.0
R023151,B039,1804.0,10800.0
R023152,B001,1996.9,3600.0
R023152,B002,1996.9,inf
R023152,B003,1996.9,3600.0
R023152,B004,1996.9,inf
R023152,B005,1996.9,inf
R023152,B006,1996.9,inf
R023152,B038,1290.7,10800.0
R023152,B039,1290.7,10800.0
R023167,B001,1996.9,3600.0
R023167,B002,1996.9,inf
R023167,B003,1996.9,3600.0
R023167,B004,1996.9,inf
R023167,B005,1996.9,inf
R023167,B006,1996.9,inf
R023167,B011,1996.9,inf
R023167,B043,1254.7,inf
R023172,B001,1308.9,3600.0
R023172,B002,1308.9,inf
R023172,B003,1308.9,3600.0
R023172,B004,1308.9,inf
R023172,B005,1308.9,inf
R023172,B006,1308.9,inf
R023172,B011,1308.9,inf
R023172,B038,1870.0,10800.0
R023172,B043,1870.0,inf
R023173,B001,2062.9,3600.0
R023173,B002,2062.9,inf
R023173,B003,2062.9,3600.0
R023173,B004,2062.9,inf
R023173,B005,2062.9,inf
R023173,B006,2062.9,inf
R023173,B011,2062.9,inf
R023173,B038,1320.7,10800.0
R023173,B043,1320.7,inf
R023174,B001,1344.9,3600.0
R023174,B002,1344.9,inf
R023174,B003,1344.9,3600.0
R023174,B004,1344.9,inf
R023174,B005,1344.9,inf
R023174,B006,1344.9,inf
R023174,B011,1344.9,inf
R023174,B014,1344.9,inf
R023174,B038,1870.0,10800.0
R023175,B001,1278.9,3600.0
R023175,B002,1278.9,inf
R023175,B003,1278.9,3600.0
R023175,B004,1278.9,inf
R023175,B005,1278.9,inf
R023175,B006,1278.9,inf
R023175,B007,1278.9,inf
R023175,B038,1804.0,10800.0
R023178,B014,882.9,inf
R023178,B048,1575.5,inf
R023184,B014,912.9,inf
R023184,B045,1641.5,3600.0
R023184,B049,1641.5,inf
R023190,B014,912.9,inf
R023190,B045,1641.5,3600.0
R023190,B046,1641.5,inf
R023191,B014,1680.8,inf
R023191,B045,975.1,3600.0
R023191,B046,975.1,inf
R023192,B014,942.9,inf
R023192,B045,1707.5,3600.0
R023192,B046,1707.5,inf
R023192,B049,1707.5,inf
R023193,B014,1746.8,inf
R023193,B045,1041.1,3600.0
R023193,B046,1041.1,inf
R023193,B049,1041.1,inf
R023194,B014,942.9,inf
R023194,B045,1707.5,3600.0
R023194,B046,1707.5,inf
R023194,B048,1707.5,inf
R023195,B014,1746.8,inf
R023195,B045,1041.1,3600.0
R023195,B046,1041.1,inf
R023195,B048,1041.1,inf
R023196,B014,972.9,inf
R023196,B045,1773.5,3600.0
R023196,B046,1773.5,inf
R023196,B048,1773.5,inf
R023196,B049,1773.5,inf
R023199,B014,1746.8,inf
R023199,B045,1041.1,3600.0
R023199,B046,1041.1,inf
R023199,B047,1041.1,inf
R023203,B014,1812.8,inf
R023203,B045,1107.1,3600.0
R023203,B046,1107.1,inf
R023203,B047,1107.1,inf
R023203,B048,1107.1,inf
R023207,B014,1614.8,inf
R023207,B044,909.1,3600.0
R023210,B014,912.9,inf
R023210,B044,1641.5,3600.0
R023210,B048,1641.5,inf
R023212,B014,942.9,inf
R023212,B044,1707.5,3600.0
R023212,B048,1707.5,inf
R023212,B049,1707.5,inf
R023213,B014,1746.8,inf
R023213,B044,1041.1,3600.0
R023213,B048,1041.1,inf
R023213,B049,1041.1,inf
R023214,B014,912.9,inf
R023214,B044,1641.5,3600.0
R023214,B045,1641.5,3600.0
R023215,B014,1680.8,inf
R023215,B044,975.1,3600.0
R023215,B045,975.1,3600.0
R023216,B014,942.9,inf
R023216,B044,1707.5,3600.0
R023216,B045,1707.5,3600.0
R023216,B049,1707.5,inf
R023217,B014,1746.8,inf
R023217,B044,1041.1,3600.0
R023217,B045,1041.1,3600.0
R023217,B049,1041.1,inf
R023218,B014,942.9,inf
R023218,B044,1707.5,3600.0
R023218,B045,1707.5,3600.0
R023218,B048,1707.5,inf
R023220,B014,972.9,inf
R023220,B044,1773.5,3600.0
R023220,B045,1773.5,3600.0
R023220,B048,1773.5,inf
R023220,B049,1773.5,inf
R023221,B014,1812.8,inf
R023221,B044,1107.1,3600.0
R023221,B045,1107.1,3600.0
R023221,B048,1107.1,inf
R023221,B049,1107.1,inf
R023224,B014,972.9,inf
R023224,B044,1773.5,3600.0
R023224,B045,1773.5,3600.0
R023224,B046,1773.5,inf
R023224,B049,1773.5,inf
R023225,B014,1812.8,inf
R023225,B044,1107.1,3600.0
R023225,B045,1107.1,3600.0
R023225,B046,1107.1,inf
